departamento,year,variable,cantidad
Managua,2009,Homicidios,16
Managua,2009,Robos,1259
Managua,2009,Hurtos,444
Managua,2009,Delitos sexuales,79
Managua,2009,Lesiones,425
Managua,2010,Denuncias,4868
Managua,2010,Homicidios,17
Managua,2010,Robos,1079
Managua,2010,Hurtos,299
Managua,2010,Delitos sexuales,63
Managua,2010,Lesiones,307
Managua,2011,Denuncias,4402
Managua,2011,Homicidios,14
Managua,2011,Robos,827
Managua,2011,Hurtos,259
Managua,2011,Delitos sexuales,60
Managua,2011,Lesiones,227
Managua,2012,Denuncias,3722
Managua,2012,Homicidios,10
Managua,2012,Robos,525
Managua,2012,Hurtos,173
Managua,2012,Delitos sexuales,58
Managua,2012,Lesiones,185
Managua,2013,Denuncias,3401
Managua,2013,Homicidios,9
Managua,2013,Robos,472
Managua,2013,Hurtos,158
Managua,2013,Delitos sexuales,71
Managua,2013,Lesiones,175
Managua,2014,Denuncias,2928
Managua,2014,Homicidios,7
Managua,2014,Robos,337
Managua,2014,Hurtos,108
Managua,2014,Delitos sexuales,62
Managua,2014,Lesiones,159
Managua,2015,Denuncias,2407
Managua,2015,Homicidios,7
Managua,2015,Robos,289
Managua,2015,Hurtos,91
Managua,2015,Delitos sexuales,51
Managua,2015,Lesiones,111
Managua,2016,Denuncias,2566
Managua,2016,Homicidios,5
Managua,2016,Robos,340
Managua,2016,Hurtos,81
Managua,2016,Delitos sexuales,49
Managua,2016,Lesiones,86
Managua,2017,Denuncias,1921
Managua,2017,Homicidios,4
Managua,2017,Robos,264
Managua,2017,Hurtos,66
Managua,2017,Delitos sexuales,38
Managua,2017,Lesiones,63
Managua,2018,Denuncias,1623
Managua,2018,Homicidios,12
Managua,2018,Robos,244
Managua,2018,Hurtos,51
Managua,2018,Delitos sexuales,21
Managua,2018,Lesiones,50
Managua,2019,Denuncias,2799
Managua,2019,Homicidios,6
Managua,2019,Robos,401
Managua,2019,Hurtos,103
Managua,2019,Delitos sexuales,37
Managua,2019,Lesiones,67
Masaya,2007,Denuncias,2083
Masaya,2007,Homicidios,5
Masaya,2007,Robos,288
Masaya,2007,Hurtos,250
Masaya,2007,Delitos sexuales,77
Masaya,2007,Lesiones,357
Masaya,2008,Denuncias,1771
Masaya,2008,Homicidios,7
Masaya,2008,Robos,225
Masaya,2008,Hurtos,149
Masaya,2008,Delitos sexuales,68
Masaya,2008,Lesiones,279
Masaya,2009,Denuncias,1720
Masaya,2009,Homicidios,3
Masaya,2009,Robos,191
Masaya,2009,Hurtos,67
Masaya,2009,Delitos sexuales,56
Masaya,2009,Lesiones,192
Masaya,2010,Denuncias,1967
Masaya,2010,Homicidios,6
Masaya,2010,Robos,293
Masaya,2010,Hurtos,97
Masaya,2010,Delitos sexuales,53
Masaya,2010,Lesiones,189
Masaya,2011,Denuncias,1495
Masaya,2011,Homicidios,5
Masaya,2011,Robos,223
Masaya,2011,Hurtos,54
Masaya,2011,Delitos sexuales,50
Masaya,2011,Lesiones,175
Masaya,2012,Denuncias,1106
Masaya,2012,Homicidios,3
Masaya,2012,Robos,153
Masaya,2012,Hurtos,42
Masaya,2012,Delitos sexuales,43
Masaya,2012,Lesiones,123
Masaya,2013,Denuncias,1101
Masaya,2013,Homicidios,2
Masaya,2013,Robos,145
Masaya,2013,Hurtos,30
Masaya,2013,Delitos sexuales,41
Masaya,2013,Lesiones,139
Masaya,2014,Denuncias,1221
Masaya,2014,Homicidios,3
Masaya,2014,Robos,141
Masaya,2014,Hurtos,61
Masaya,2014,Delitos sexuales,46
Masaya,2014,Lesiones,136
Masaya,2015,Denuncias,1301
Masaya,2015,Homicidios,3
Masaya,2015,Robos,122
Masaya,2015,Hurtos,30
Masaya,2015,Delitos sexuales,37
Masaya,2015,Lesiones,74
Masaya,2016,Denuncias,1662
Masaya,2016,Homicidios,2
Masaya,2016,Robos,105
Masaya,2016,Hurtos,26
Masaya,2016,Delitos sexuales,37
Masaya,2016,Lesiones,68
Masaya,2017,Denuncias,1435
Masaya,2017,Homicidios,3
Masaya,2017,Robos,88
Masaya,2017,Hurtos,25
Masaya,2017,Delitos sexuales,34
Masaya,2017,Lesiones,59
Masaya,2018,Denuncias,1068
Masaya,2018,Homicidios,9
Masaya,2018,Robos,61
Masaya,2018,Hurtos,17
Masaya,2018,Delitos sexuales,25
Masaya,2018,Lesiones,22
Masaya,2019,Denuncias,1503
Masaya,2019,Homicidios,3
Masaya,2019,Robos,112
Masaya,2019,Hurtos,26
Masaya,2019,Delitos sexuales,33
Masaya,2019,Lesiones,30
Matagalpa,2007,Denuncias,2101
Matagalpa,2007,Homicidios,14
Matagalpa,2007,Robos,284
Matagalpa,2007,Hurtos,241
Matagalpa,2007,Delitos sexuales,83
Matagalpa,2007,Lesiones,294
Matagalpa,2008,Denuncias,2220
Matagalpa,2008,Homicidios,16
Matagalpa,2008,Robos,320
Matagalpa,2008,Hurtos,216
Matagalpa,2008,Delitos sexuales,95
Matagalpa,2008,Lesiones,244
Matagalpa,2009,Denuncias,2171
Matagalpa,2009,Homicidios,16
Matagalpa,2009,Robos,303
Matagalpa,2009,Hurtos,112
Matagalpa,2009,Delitos sexuales,75
Matagalpa,2009,Lesiones,180
Matagalpa,2010,Denuncias,2089
Matagalpa,2010,Homicidios,15
Matagalpa,2010,Robos,244
Matagalpa,2010,Hurtos,87
Matagalpa,2010,Delitos sexuales,55
Matagalpa,2010,Lesiones,137
Matagalpa,2011,Denuncias,2000
Matagalpa,2011,Homicidios,14
Matagalpa,2011,Robos,195
Matagalpa,2011,Hurtos,80
Matagalpa,2011,Delitos sexuales,53
Matagalpa,2011,Lesiones,163
Matagalpa,2012,Denuncias,1839
Matagalpa,2012,Homicidios,12
Matagalpa,2012,Robos,164
Matagalpa,2012,Hurtos,63
Matagalpa,2012,Delitos sexuales,42
Matagalpa,2012,Lesiones,133
Matagalpa,2013,Denuncias,1672
Matagalpa,2013,Homicidios,10
Matagalpa,2013,Robos,154
Matagalpa,2013,Hurtos,66
Matagalpa,2013,Delitos sexuales,48
Matagalpa,2013,Lesiones,105
Matagalpa,2014,Denuncias,1504
Matagalpa,2014,Homicidios,12
Matagalpa,2014,Robos,118
Matagalpa,2014,Hurtos,45
Matagalpa,2014,Delitos sexuales,51
Matagalpa,2014,Lesiones,88
Matagalpa,2015,Denuncias,1268
Matagalpa,2015,Homicidios,9
Matagalpa,2015,Robos,109
Matagalpa,2015,Hurtos,45
Matagalpa,2015,Delitos sexuales,30
Matagalpa,2015,Lesiones,60
Matagalpa,2016,Denuncias,1370
Matagalpa,2016,Homicidios,13
Matagalpa,2016,Robos,132
Matagalpa,2016,Hurtos,44
Matagalpa,2016,Delitos sexuales,28
Matagalpa,2016,Lesiones,56
Matagalpa,2017,Denuncias,1154
Matagalpa,2017,Homicidios,8
Matagalpa,2017,Robos,114
Matagalpa,2017,Hurtos,27
Matagalpa,2017,Delitos sexuales,30
Matagalpa,2017,Lesiones,54
Matagalpa,2018,Denuncias,960
Matagalpa,2018,Homicidios,13
Matagalpa,2018,Robos,117
Matagalpa,2018,Hurtos,26
Matagalpa,2018,Delitos sexuales,20
Matagalpa,2018,Lesiones,36
Matagalpa,2019,Denuncias,1087
Matagalpa,2019,Homicidios,8
Matagalpa,2019,Robos,84
Matagalpa,2019,Hurtos,18
Matagalpa,2019,Delitos sexuales,18
Matagalpa,2019,Lesiones,33
Nacional,2007,Denuncias,2458
Nacional,2007,Homicidios,13
Nacional,2007,Robos,491
Nacional,2007,Hurtos,368
Nacional,2007,Delitos sexuales,86
Nacional,2007,Lesiones,331
Nacional,2008,Denuncias,2728
Nacional,2008,Homicidios,13
Nacional,2008,Robos,591
Nacional,2008,Hurtos,351
Nacional,2008,Delitos sexuales,84
Nacional,2008,Lesiones,323
Nacional,2009,Denuncias,2871
Nacional,2009,Homicidios,13
Nacional,2009,Robos,565
Nacional,2009,Hurtos,222
Nacional,2009,Delitos sexuales,72
Nacional,2009,Lesiones,233
Nacional,2010,Denuncias,2781
Nacional,2010,Homicidios,13
Nacional,2010,Robos,489
Nacional,2010,Hurtos,180
Nacional,2010,Delitos sexuales,62
Nacional,2010,Lesiones,196
Nacional,2011,Denuncias,2569
Nacional,2011,Homicidios,12
Nacional,2011,Robos,390
Nacional,2011,Hurtos,161
Nacional,2011,Delitos sexuales,61
Nacional,2011,Lesiones,171
Nacional,2012,Denuncias,2288
Nacional,2012,Homicidios,11
Nacional,2012,Robos,285
Nacional,2012,Hurtos,120
Nacional,2012,Delitos sexuales,60
Nacional,2012,Lesiones,151
Nacional,2013,Denuncias,2066
Nacional,2013,Homicidios,9
Nacional,2013,Robos,248
Nacional,2013,Hurtos,102
Nacional,2013,Delitos sexuales,63
Nacional,2013,Lesiones,131
Nacional,2014,Denuncias,1818
Nacional,2014,Homicidios,8
Nacional,2014,Robos,192
Nacional,2014,Hurtos,81
Nacional,2014,Delitos sexuales,57
Nacional,2014,Lesiones,118
Nacional,2015,Denuncias,1520
Nacional,2015,Homicidios,8
Nacional,2015,Robos,162
Nacional,2015,Hurtos,69
Nacional,2015,Delitos sexuales,45
Nacional,2015,Lesiones,87
Nacional,2016,Denuncias,1553
Nacional,2016,Homicidios,7
Nacional,2016,Robos,178
Nacional,2016,Hurtos,63
Nacional,2016,Delitos sexuales,41
Nacional,2016,Lesiones,77
Nacional,2017,Denuncias,1267
Nacional,2017,Homicidios,7
Nacional,2017,Robos,148
Nacional,2017,Hurtos,54
Nacional,2017,Delitos sexuales,35
Nacional,2017,Lesiones,64
Nacional,2018,Denuncias,1104
Nacional,2018,Homicidios,11
Nacional,2018,Robos,139
Nacional,2018,Hurtos,45
Nacional,2018,Delitos sexuales,25
Nacional,2018,Lesiones,51
Nacional,2019,Denuncias,1513
Nacional,2019,Homicidios,8
Nacional,2019,Robos,177
Nacional,2019,Hurtos,59
Nacional,2019,Delitos sexuales,28
Nacional,2019,Lesiones,53
Nueva Segovia,2007,Denuncias,1007
Nueva Segovia,2007,Homicidios,8
Nueva Segovia,2007,Robos,180
Nueva Segovia,2007,Hurtos,100
Nueva Segovia,2007,Delitos sexuales,57
Nueva Segovia,2007,Lesiones,153
Nueva Segovia,2008,Denuncias,975
Nueva Segovia,2008,Homicidios,6
Nueva Segovia,2008,Robos,185
Nueva Segovia,2008,Hurtos,69
Nueva Segovia,2008,Delitos sexuales,59
Nueva Segovia,2008,Lesiones,153
Nueva Segovia,2009,Denuncias,1005
Nueva Segovia,2009,Homicidios,6
Nueva Segovia,2009,Robos,229
Nueva Segovia,2009,Hurtos,52
Nueva Segovia,2009,Delitos sexuales,41
Nueva Segovia,2009,Lesiones,109
Nueva Segovia,2010,Denuncias,1280
Nueva Segovia,2010,Homicidios,11
Nueva Segovia,2010,Robos,225
Nueva Segovia,2010,Hurtos,82
Nueva Segovia,2010,Delitos sexuales,47
Nueva Segovia,2010,Lesiones,114
Nueva Segovia,2011,Denuncias,1058
Nueva Segovia,2011,Homicidios,9
Nueva Segovia,2011,Robos,141
Nueva Segovia,2011,Hurtos,46
Nueva Segovia,2011,Delitos sexuales,44
Nueva Segovia,2011,Lesiones,96
Nueva Segovia,2012,Denuncias,1016
Nueva Segovia,2012,Homicidios,8
Nueva Segovia,2012,Robos,109
Nueva Segovia,2012,Hurtos,43
Nueva Segovia,2012,Delitos sexuales,38
Nueva Segovia,2012,Lesiones,81
Nueva Segovia,2013,Denuncias,953
Nueva Segovia,2013,Homicidios,5
Nueva Segovia,2013,Robos,92
Nueva Segovia,2013,Hurtos,46
Nueva Segovia,2013,Delitos sexuales,41
Nueva Segovia,2013,Lesiones,81
Nueva Segovia,2014,Denuncias,795
Nueva Segovia,2014,Homicidios,8
Nueva Segovia,2014,Robos,60
Nueva Segovia,2014,Hurtos,31
Nueva Segovia,2014,Delitos sexuales,33
Nueva Segovia,2014,Lesiones,75
Nueva Segovia,2015,Denuncias,611
Nueva Segovia,2015,Homicidios,6
Nueva Segovia,2015,Robos,48
Nueva Segovia,2015,Hurtos,16
Nueva Segovia,2015,Delitos sexuales,33
Nueva Segovia,2015,Lesiones,56
Nueva Segovia,2016,Denuncias,727
Nueva Segovia,2016,Homicidios,5
Nueva Segovia,2016,Robos,68
Nueva Segovia,2016,Hurtos,21
Nueva Segovia,2016,Delitos sexuales,28
Nueva Segovia,2016,Lesiones,63
Nueva Segovia,2017,Denuncias,556
Nueva Segovia,2017,Homicidios,7
Nueva Segovia,2017,Robos,68
Nueva Segovia,2017,Hurtos,25
Nueva Segovia,2017,Delitos sexuales,24
Nueva Segovia,2017,Lesiones,62
Nueva Segovia,2018,Denuncias,742
Nueva Segovia,2018,Homicidios,9
Nueva Segovia,2018,Robos,96
Nueva Segovia,2018,Hurtos,24
Nueva Segovia,2018,Delitos sexuales,25
Nueva Segovia,2018,Lesiones,68
Nueva Segovia,2019,Denuncias,821
Nueva Segovia,2019,Homicidios,7
Nueva Segovia,2019,Robos,82
Nueva Segovia,2019,Hurtos,20
Nueva Segovia,2019,Delitos sexuales,20
Nueva Segovia,2019,Lesiones,63
RACCN,2007,Denuncias,3563
RACCN,2007,Homicidios,10
RACCN,2007,Robos,655
RACCN,2007,Hurtos,681
RACCN,2007,Delitos sexuales,110
RACCN,2007,Lesiones,804
RACCN,2008,Denuncias,4170
RACCN,2008,Homicidios,7
RACCN,2008,Robos,796
RACCN,2008,Hurtos,579
RACCN,2008,Delitos sexuales,138
RACCN,2008,Lesiones,590
RACCN,2009,Denuncias,3769
RACCN,2009,Homicidios,12
RACCN,2009,Robos,754
RACCN,2009,Hurtos,288
RACCN,2009,Delitos sexuales,130
RACCN,2009,Lesiones,482
RACCN,2010,Denuncias,3185
RACCN,2010,Homicidios,18
RACCN,2010,Robos,661
RACCN,2010,Hurtos,560
RACCN,2010,Delitos sexuales,110
RACCN,2010,Lesiones,412
RACCN,2011,Denuncias,3032
RACCN,2011,Homicidios,19
RACCN,2011,Robos,609
RACCN,2011,Hurtos,547
RACCN,2011,Delitos sexuales,111
RACCN,2011,Lesiones,337
RACCN,2012,Denuncias,3070
RACCN,2012,Homicidios,22
RACCN,2012,Robos,522
RACCN,2012,Hurtos,500
RACCN,2012,Delitos sexuales,127
RACCN,2012,Lesiones,226
RACCN,2013,Denuncias,2866
RACCN,2013,Homicidios,23
RACCN,2013,Robos,502
RACCN,2013,Hurtos,394
RACCN,2013,Delitos sexuales,127
RACCN,2013,Lesiones,196
RACCN,2014,Denuncias,2697
RACCN,2014,Homicidios,13
RACCN,2014,Robos,387
RACCN,2014,Hurtos,370
RACCN,2014,Delitos sexuales,99
RACCN,2014,Lesiones,169
RACCN,2015,Denuncias,2250
RACCN,2015,Homicidios,20
RACCN,2015,Robos,376
RACCN,2015,Hurtos,305
RACCN,2015,Delitos sexuales,68
RACCN,2015,Lesiones,189
RACCN,2016,Denuncias,2001
RACCN,2016,Homicidios,15
RACCN,2016,Robos,334
RACCN,2016,Hurtos,267
RACCN,2016,Delitos sexuales,76
RACCN,2016,Lesiones,140
RACCN,2017,Denuncias,1745
RACCN,2017,Homicidios,18
RACCN,2017,Robos,299
RACCN,2017,Hurtos,215
RACCN,2017,Delitos sexuales,69
RACCN,2017,Lesiones,109
RACCN,2018,Denuncias,1529
RACCN,2018,Homicidios,13
RACCN,2018,Robos,230
RACCN,2018,Hurtos,182
RACCN,2018,Delitos sexuales,54
RACCN,2018,Lesiones,84
RACCN,2019,Denuncias,1424
RACCN,2019,Homicidios,21
RACCN,2019,Robos,124
RACCN,2019,Hurtos,178
RACCN,2019,Delitos sexuales,41
RACCN,2019,Lesiones,89
RACCS,2007,Denuncias,2538
RACCS,2007,Homicidios,42
RACCS,2007,Robos,507
RACCS,2007,Hurtos,444
RACCS,2007,Delitos sexuales,151
RACCS,2007,Lesiones,362
RACCS,2008,Denuncias,2484
RACCS,2008,Homicidios,32
RACCS,2008,Robos,657
RACCS,2008,Hurtos,398
RACCS,2008,Delitos sexuales,140
RACCS,2008,Lesiones,327
RACCS,2009,Denuncias,2546
RACCS,2009,Homicidios,30
RACCS,2009,Robos,574
RACCS,2009,Hurtos,370
RACCS,2009,Delitos sexuales,125
RACCS,2009,Lesiones,293
RACCS,2010,Denuncias,2476
RACCS,2010,Homicidios,40
RACCS,2010,Robos,579
RACCS,2010,Hurtos,259
RACCS,2010,Delitos sexuales,113
RACCS,2010,Lesiones,367
RACCS,2011,Denuncias,2397
RACCS,2011,Homicidios,43
RACCS,2011,Robos,452
RACCS,2011,Hurtos,199
RACCS,2011,Delitos sexuales,124
RACCS,2011,Lesiones,327
RACCS,2012,Denuncias,2283
RACCS,2012,Homicidios,38
RACCS,2012,Robos,466
RACCS,2012,Hurtos,126
RACCS,2012,Delitos sexuales,116
RACCS,2012,Lesiones,303
RACCS,2013,Denuncias,2162
RACCS,2013,Homicidios,36
RACCS,2013,Robos,361
RACCS,2013,Hurtos,124
RACCS,2013,Delitos sexuales,140
RACCS,2013,Lesiones,200
RACCS,2014,Denuncias,1881
RACCS,2014,Homicidios,33
RACCS,2014,Robos,337
RACCS,2014,Hurtos,82
RACCS,2014,Delitos sexuales,116
RACCS,2014,Lesiones,168
RACCS,2015,Denuncias,1404
RACCS,2015,Homicidios,33
RACCS,2015,Robos,262
RACCS,2015,Hurtos,60
RACCS,2015,Delitos sexuales,92
RACCS,2015,Lesiones,144
RACCS,2016,Denuncias,948
RACCS,2016,Homicidios,28
RACCS,2016,Robos,144
RACCS,2016,Hurtos,31
RACCS,2016,Delitos sexuales,69
RACCS,2016,Lesiones,129
RACCS,2017,Denuncias,761
RACCS,2017,Homicidios,29
RACCS,2017,Robos,118
RACCS,2017,Hurtos,17
RACCS,2017,Delitos sexuales,50
RACCS,2017,Lesiones,78
RACCS,2018,Denuncias,872
RACCS,2018,Homicidios,19
RACCS,2018,Robos,125
RACCS,2018,Hurtos,20
RACCS,2018,Delitos sexuales,35
RACCS,2018,Lesiones,60
RACCS,2019,Denuncias,875
RACCS,2019,Homicidios,31
RACCS,2019,Robos,113
RACCS,2019,Hurtos,11
RACCS,2019,Delitos sexuales,28
RACCS,2019,Lesiones,34
Río San Juan,2007,Denuncias,151
Río San Juan,2007,Homicidios,1
Río San Juan,2007,Robos,14
Río San Juan,2007,Hurtos,20
Río San Juan,2007,Delitos sexuales,11
Río San Juan,2007,Lesiones,18
Río San Juan,2008,Denuncias,179
Río San Juan,2008,Homicidios,1
Río San Juan,2008,Robos,17
Río San Juan,2008,Hurtos,17
Río San Juan,2008,Delitos sexuales,12
Río San Juan,2008,Lesiones,19
Río San Juan,2009,Denuncias,180
Río San Juan,2009,Homicidios,2
Río San Juan,2009,Robos,16
Río San Juan,2009,Hurtos,11
Río San Juan,2009,Delitos sexuales,9
Río San Juan,2009,Lesiones,16
Río San Juan,2010,Denuncias,218
Río San Juan,2010,Homicidios,1
Río San Juan,2010,Robos,19
Río San Juan,2010,Hurtos,8
Río San Juan,2010,Delitos sexuales,9
Río San Juan,2010,Lesiones,25
Río San Juan,2011,Denuncias,204
Río San Juan,2011,Homicidios,2
Río San Juan,2011,Robos,15
Río San Juan,2011,Hurtos,8
Río San Juan,2011,Delitos sexuales,10
Río San Juan,2011,Lesiones,16
Río San Juan,2012,Denuncias,228
Río San Juan,2012,Homicidios,2
Río San Juan,2012,Robos,15
Río San Juan,2012,Hurtos,8
Río San Juan,2012,Delitos sexuales,9
Río San Juan,2012,Lesiones,16
Río San Juan,2013,Denuncias,2253
Río San Juan,2013,Homicidios,16
Río San Juan,2013,Robos,174
Río San Juan,2013,Hurtos,81
Río San Juan,2013,Delitos sexuales,109
Río San Juan,2013,Lesiones,102
Río San Juan,2014,Denuncias,1193
Río San Juan,2014,Homicidios,10
Río San Juan,2014,Robos,91
Río San Juan,2014,Hurtos,43
Río San Juan,2014,Delitos sexuales,92
Río San Juan,2014,Lesiones,67
Río San Juan,2015,Denuncias,1022
Río San Juan,2015,Homicidios,13
Río San Juan,2015,Robos,84
Río San Juan,2015,Hurtos,39
Río San Juan,2015,Delitos sexuales,114
Río San Juan,2015,Lesiones,54
Río San Juan,2016,Denuncias,786
Río San Juan,2016,Homicidios,8
Río San Juan,2016,Robos,55
Río San Juan,2016,Hurtos,33
Río San Juan,2016,Delitos sexuales,64
Río San Juan,2016,Lesiones,68
Río San Juan,2017,Denuncias,613
Río San Juan,2017,Homicidios,10
Río San Juan,2017,Robos,52
Río San Juan,2017,Hurtos,26
Río San Juan,2017,Delitos sexuales,43
Río San Juan,2017,Lesiones,43
Río San Juan,2018,Denuncias,466
Río San Juan,2018,Homicidios,14
Río San Juan,2018,Robos,58
Río San Juan,2018,Hurtos,14
Río San Juan,2018,Delitos sexuales,30
Río San Juan,2018,Lesiones,31
Río San Juan,2019,Denuncias,487
Río San Juan,2019,Homicidios,12
Río San Juan,2019,Robos,48
Río San Juan,2019,Hurtos,12
Río San Juan,2019,Delitos sexuales,11
Río San Juan,2019,Lesiones,25
Rivas,2007,Denuncias,2448
Rivas,2007,Homicidios,9
Rivas,2007,Robos,359
Rivas,2007,Hurtos,499
Rivas,2007,Delitos sexuales,69
Rivas,2007,Lesiones,339
Rivas,2008,Denuncias,2576
Rivas,2008,Homicidios,10
Rivas,2008,Robos,408
Rivas,2008,Hurtos,489
Rivas,2008,Delitos sexuales,59
Rivas,2008,Lesiones,309
Rivas,2009,Denuncias,3357
Rivas,2009,Homicidios,8
Rivas,2009,Robos,425
Rivas,2009,Hurtos,291
Rivas,2009,Delitos sexuales,72
Rivas,2009,Lesiones,222
Rivas,2010,Denuncias,3475
Rivas,2010,Homicidios,7
Rivas,2010,Robos,327
Rivas,2010,Hurtos,234
Rivas,2010,Delitos sexuales,83
Rivas,2010,Lesiones,190
Rivas,2011,Denuncias,3232
Rivas,2011,Homicidios,6
Rivas,2011,Robos,247
Rivas,2011,Hurtos,163
Rivas,2011,Delitos sexuales,72
Rivas,2011,Lesiones,156
Rivas,2012,Denuncias,3270
Rivas,2012,Homicidios,6
Rivas,2012,Robos,250
Rivas,2012,Hurtos,167
Rivas,2012,Delitos sexuales,78
Rivas,2012,Lesiones,149
Rivas,2013,Denuncias,2235
Rivas,2013,Homicidios,8
Rivas,2013,Robos,235
Rivas,2013,Hurtos,131
Rivas,2013,Delitos sexuales,57
Rivas,2013,Lesiones,96
Rivas,2014,Denuncias,1933
Rivas,2014,Homicidios,8
Rivas,2014,Robos,186
Rivas,2014,Hurtos,129
Rivas,2014,Delitos sexuales,73
Rivas,2014,Lesiones,36
Rivas,2015,Denuncias,1642
Rivas,2015,Homicidios,5
Rivas,2015,Robos,121
Rivas,2015,Hurtos,102
Rivas,2015,Delitos sexuales,31
Rivas,2015,Lesiones,59
Rivas,2016,Denuncias,1486
Rivas,2016,Homicidios,1
Rivas,2016,Robos,127
Rivas,2016,Hurtos,53
Rivas,2016,Delitos sexuales,30
Rivas,2016,Lesiones,51
Rivas,2017,Denuncias,1384
Rivas,2017,Homicidios,2
Rivas,2017,Robos,180
Rivas,2017,Hurtos,102
Rivas,2017,Delitos sexuales,33
Rivas,2017,Lesiones,66
Rivas,2018,Denuncias,1588
Rivas,2018,Homicidios,5
Rivas,2018,Robos,169
Rivas,2018,Hurtos,101
Rivas,2018,Delitos sexuales,34
Rivas,2018,Lesiones,86
Rivas,2019,Denuncias,1651
Rivas,2019,Homicidios,7
Rivas,2019,Robos,188
Rivas,2019,Hurtos,77
Rivas,2019,Delitos sexuales,28
Rivas,2019,Lesiones,81
